parcel_id,property_address,assessed_value,owner_name,property_type,last_assessment_date
PAR000331,331 Main Street,581000,Owner 331,Residential,2025-09-16T09:52:44.682116
PAR000332,332 Main Street,582000,Owner 332,Residential,2025-09-16T09:52:44.682118
PAR000333,333 Main Street,583000,Owner 333,Residential,2025-09-16T09:52:44.682120
PAR000334,334 Main Street,584000,Owner 334,Residential,2025-09-16T09:52:44.682127
PAR000335,335 Main Street,585000,Owner 335,Residential,2025-09-16T09:52:44.682129
PAR000336,336 Main Street,586000,Owner 336,Residential,2025-09-16T09:52:44.682136
PAR000337,337 Main Street,587000,Owner 337,Residential,2025-09-16T09:52:44.682142
PAR000338,338 Main Street,588000,Owner 338,Residential,2025-09-16T09:52:44.682144
PAR000339,339 Main Street,589000,Owner 339,Residential,2025-09-16T09:52:44.682147
PAR000340,340 Main Street,590000,Owner 340,Residential,2025-09-16T09:52:44.682264
PAR000341,341 Main Street,591000,Owner 341,Residential,2025-09-16T09:52:44.682270
PAR000342,342 Main Street,592000,Owner 342,Residential,2025-09-16T09:52:44.682274
PAR000343,343 Main Street,593000,Owner 343,Residential,2025-09-16T09:52:44.682278
PAR000344,344 Main Street,594000,Owner 344,Residential,2025-09-16T09:52:44.682282
PAR000345,345 Main Street,595000,Owner 345,Residential,2025-09-16T09:52:44.682286
PAR000346,346 Main Street,596000,Owner 346,Residential,2025-09-16T09:52:44.682290
PAR000347,347 Main Street,597000,Owner 347,Residential,2025-09-16T09:52:44.682294
PAR000348,348 Main Street,598000,Owner 348,Residential,2025-09-16T09:52:44.682298
PAR000349,349 Main Street,599000,Owner 349,Residential,2025-09-16T09:52:44.682302
PAR000350,350 Main Street,600000,Owner 350,Residential,2025-09-16T09:52:44.682305
PAR000351,351 Main Street,601000,Owner 351,Residential,2025-09-16T09:52:44.682309
PAR000352,352 Main Street,602000,Owner 352,Residential,2025-09-16T09:52:44.682312
PAR000353,353 Main Street,603000,Owner 353,Residential,2025-09-16T09:52:44.682315
PAR000354,354 Main Street,604000,Owner 354,Residential,2025-09-16T09:52:44.682317
PAR000355,355 Main Street,605000,Owner 355,Residential,2025-09-16T09:52:44.682383
PAR000356,356 Main Street,606000,Owner 356,Residential,2025-09-16T09:52:44.682396
PAR000357,357 Main Street,607000,Owner 357,Residential,2025-09-16T09:52:44.682400
PAR000358,358 Main Street,608000,Owner 358,Residential,2025-09-16T09:52:44.682405
PAR000359,359 Main Street,609000,Owner 359,Residential,2025-09-16T09:52:44.682421
PAR000360,360 Main Street,610000,Owner 360,Residential,2025-09-16T09:52:44.682423
PAR000361,361 Main Street,611000,Owner 361,Residential,2025-09-16T09:52:44.682425
PAR000362,362 Main Street,612000,Owner 362,Residential,2025-09-16T09:52:44.682427
PAR000363,363 Main Street,613000,Owner 363,Residential,2025-09-16T09:52:44.682429
PAR000364,364 Main Street,614000,Owner 364,Residential,2025-09-16T09:52:44.682432
PAR000365,365 Main Street,615000,Owner 365,Residential,2025-09-16T09:52:44.682434
PAR000366,366 Main Street,616000,Owner 366,Residential,2025-09-16T09:52:44.682436
PAR000367,367 Main Street,617000,Owner 367,Residential,2025-09-16T09:52:44.682438
PAR000368,368 Main Street,618000,Owner 368,Residential,2025-09-16T09:52:44.682440
PAR000369,369 Main Street,619000,Owner 369,Residential,2025-09-16T09:52:44.682443
PAR000370,370 Main Street,620000,Owner 370,Residential,2025-09-16T09:52:44.682445
PAR000371,371 Main Street,621000,Owner 371,Residential,2025-09-16T09:52:44.682452
PAR000372,372 Main Street,622000,Owner 372,Residential,2025-09-16T09:52:44.682454
PAR000373,373 Main Street,623000,Owner 373,Residential,2025-09-16T09:52:44.682456
PAR000374,374 Main Street,624000,Owner 374,Residential,2025-09-16T09:52:44.682458
PAR000375,375 Main Street,625000,Owner 375,Residential,2025-09-16T09:52:44.682460
PAR000376,376 Main Street,626000,Owner 376,Residential,2025-09-16T09:52:44.682462
PAR000377,377 Main Street,627000,Owner 377,Residential,2025-09-16T09:52:44.682464
PAR000378,378 Main Street,628000,Owner 378,Residential,2025-09-16T09:52:44.682467
PAR000379,379 Main Street,629000,Owner 379,Residential,2025-09-16T09:52:44.682473
PAR000380,380 Main Street,630000,Owner 380,Residential,2025-09-16T09:52:44.682475
PAR000381,381 Main Street,631000,Owner 381,Residential,2025-09-16T09:52:44.682478
PAR000382,382 Main Street,632000,Owner 382,Residential,2025-09-16T09:52:44.682480
PAR000383,383 Main Street,633000,Owner 383,Residential,2025-09-16T09:52:44.682482
PAR000384,384 Main Street,634000,Owner 384,Residential,2025-09-16T09:52:44.682484
PAR000385,385 Main Street,635000,Owner 385,Residential,2025-09-16T09:52:44.682491
PAR000386,386 Main Street,636000,Owner 386,Residential,2025-09-16T09:52:44.682493
PAR000387,387 Main Street,637000,Owner 387,Residential,2025-09-16T09:52:44.682499
PAR000388,388 Main Street,638000,Owner 388,Residential,2025-09-16T09:52:44.682501
PAR000389,389 Main Street,639000,Owner 389,Residential,2025-09-16T09:52:44.682503
PAR000390,390 Main Street,640000,Owner 390,Residential,2025-09-16T09:52:44.682506
PAR000391,391 Main Street,641000,Owner 391,Residential,2025-09-16T09:52:44.682508
PAR000392,392 Main Street,642000,Owner 392,Residential,2025-09-16T09:52:44.682510
PAR000393,393 Main Street,643000,Owner 393,Residential,2025-09-16T09:52:44.682512
PAR000394,394 Main Street,644000,Owner 394,Residential,2025-09-16T09:52:44.682514
PAR000395,395 Main Street,645000,Owner 395,Residential,2025-09-16T09:52:44.682516
PAR000396,396 Main Street,646000,Owner 396,Residential,2025-09-16T09:52:44.682519
PAR000397,397 Main Street,647000,Owner 397,Residential,2025-09-16T09:52:44.682521
PAR000398,398 Main Street,648000,Owner 398,Residential,2025-09-16T09:52:44.682527
PAR000399,399 Main Street,649000,Owner 399,Residential,2025-09-16T09:52:44.682529
PAR000400,400 Main Street,650000,Owner 400,Residential,2025-09-16T09:52:44.682531
PAR000401,401 Main Street,651000,Owner 401,Residential,2025-09-16T09:52:44.682534
PAR000402,402 Main Street,652000,Owner 402,Residential,2025-09-16T09:52:44.682536
PAR000403,403 Main Street,653000,Owner 403,Residential,2025-09-16T09:52:44.682542
PAR000404,404 Main Street,654000,Owner 404,Residential,2025-09-16T09:52:44.682545
PAR000405,405 Main Street,655000,Owner 405,Residential,2025-09-16T09:52:44.682547
PAR000406,406 Main Street,656000,Owner 406,Residential,2025-09-16T09:52:44.682549
PAR000407,407 Main Street,657000,Owner 407,Residential,2025-09-16T09:52:44.682551
PAR000408,408 Main Street,658000,Owner 408,Residential,2025-09-16T09:52:44.682553
PAR000409,409 Main Street,659000,Owner 409,Residential,2025-09-16T09:52:44.682555
PAR000410,410 Main Street,660000,Owner 410,Residential,2025-09-16T09:52:44.682559
PAR000411,411 Main Street,661000,Owner 411,Residential,2025-09-16T09:52:44.682563
PAR000412,412 Main Street,662000,Owner 412,Residential,2025-09-16T09:52:44.682567
PAR000413,413 Main Street,663000,Owner 413,Residential,2025-09-16T09:52:44.682570
PAR000414,414 Main Street,664000,Owner 414,Residential,2025-09-16T09:52:44.682574
PAR000415,415 Main Street,665000,Owner 415,Residential,2025-09-16T09:52:44.682578
PAR000416,416 Main Street,666000,Owner 416,Residential,2025-09-16T09:52:44.682582
PAR000417,417 Main Street,667000,Owner 417,Residential,2025-09-16T09:52:44.682586
PAR000418,418 Main Street,668000,Owner 418,Residential,2025-09-16T09:52:44.682596
PAR000419,419 Main Street,669000,Owner 419,Residential,2025-09-16T09:52:44.682603
PAR000420,420 Main Street,670000,Owner 420,Residential,2025-09-16T09:52:44.682606
PAR000421,421 Main Street,671000,Owner 421,Residential,2025-09-16T09:52:44.682608
PAR000422,422 Main Street,672000,Owner 422,Residential,2025-09-16T09:52:44.682610
PAR000423,423 Main Street,673000,Owner 423,Residential,2025-09-16T09:52:44.682612
PAR000424,424 Main Street,674000,Owner 424,Residential,2025-09-16T09:52:44.682615
PAR000425,425 Main Street,675000,Owner 425,Residential,2025-09-16T09:52:44.682617
PAR000426,426 Main Street,676000,Owner 426,Residential,2025-09-16T09:52:44.682619
PAR000427,427 Main Street,677000,Owner 427,Residential,2025-09-16T09:52:44.682621
PAR000428,428 Main Street,678000,Owner 428,Residential,2025-09-16T09:52:44.682623
PAR000429,429 Main Street,679000,Owner 429,Residential,2025-09-16T09:52:44.682626
PAR000430,430 Main Street,680000,Owner 430,Residential,2025-09-16T09:52:44.682630
PAR000431,431 Main Street,681000,Owner 431,Residential,2025-09-16T09:52:44.682634
PAR000432,432 Main Street,682000,Owner 432,Residential,2025-09-16T09:52:44.682637
PAR000433,433 Main Street,683000,Owner 433,Residential,2025-09-16T09:52:44.682646
PAR000434,434 Main Street,684000,Owner 434,Residential,2025-09-16T09:52:44.682652
PAR000435,435 Main Street,685000,Owner 435,Residential,2025-09-16T09:52:44.682664
PAR000436,436 Main Street,686000,Owner 436,Residential,2025-09-16T09:52:44.682674
PAR000437,437 Main Street,687000,Owner 437,Residential,2025-09-16T09:52:44.682683
PAR000438,438 Main Street,688000,Owner 438,Residential,2025-09-16T09:52:44.682687
PAR000439,439 Main Street,689000,Owner 439,Residential,2025-09-16T09:52:44.682691
PAR000440,440 Main Street,690000,Owner 440,Residential,2025-09-16T09:52:44.682695
PAR000441,441 Main Street,691000,Owner 441,Residential,2025-09-16T09:52:44.682699
PAR000442,442 Main Street,692000,Owner 442,Residential,2025-09-16T09:52:44.682703
PAR000443,443 Main Street,693000,Owner 443,Residential,2025-09-16T09:52:44.682706
PAR000444,444 Main Street,694000,Owner 444,Residential,2025-09-16T09:52:44.682710
PAR000445,445 Main Street,695000,Owner 445,Residential,2025-09-16T09:52:44.682714
PAR000446,446 Main Street,696000,Owner 446,Residential,2025-09-16T09:52:44.682718
PAR000447,447 Main Street,697000,Owner 447,Residential,2025-09-16T09:52:44.682721
PAR000448,448 Main Street,698000,Owner 448,Residential,2025-09-16T09:52:44.682725
PAR000449,449 Main Street,699000,Owner 449,Residential,2025-09-16T09:52:44.682729
PAR000450,450 Main Street,700000,Owner 450,Residential,2025-09-16T09:52:44.682733
PAR000451,451 Main Street,701000,Owner 451,Residential,2025-09-16T09:52:44.682743
PAR000452,452 Main Street,702000,Owner 452,Residential,2025-09-16T09:52:44.682747
PAR000453,453 Main Street,703000,Owner 453,Residential,2025-09-16T09:52:44.682751
PAR000454,454 Main Street,704000,Owner 454,Residential,2025-09-16T09:52:44.682755
PAR000455,455 Main Street,705000,Owner 455,Residential,2025-09-16T09:52:44.682759
PAR000456,456 Main Street,706000,Owner 456,Residential,2025-09-16T09:52:44.682763
PAR000457,457 Main Street,707000,Owner 457,Residential,2025-09-16T09:52:44.682778
PAR000458,458 Main Street,708000,Owner 458,Residential,2025-09-16T09:52:44.682782
PAR000459,459 Main Street,709000,Owner 459,Residential,2025-09-16T09:52:44.682786
PAR000460,460 Main Street,710000,Owner 460,Residential,2025-09-16T09:52:44.682790
PAR000461,461 Main Street,711000,Owner 461,Residential,2025-09-16T09:52:44.682794
PAR000462,462 Main Street,712000,Owner 462,Residential,2025-09-16T09:52:44.682798
PAR000463,463 Main Street,713000,Owner 463,Residential,2025-09-16T09:52:44.682802
PAR000464,464 Main Street,714000,Owner 464,Residential,2025-09-16T09:52:44.682807
PAR000465,465 Main Street,715000,Owner 465,Residential,2025-09-16T09:52:44.682810
PAR000466,466 Main Street,716000,Owner 466,Residential,2025-09-16T09:52:44.682814
PAR000467,467 Main Street,717000,Owner 467,Residential,2025-09-16T09:52:44.682902
PAR000468,468 Main Street,718000,Owner 468,Residential,2025-09-16T09:52:44.682911
PAR000469,469 Main Street,719000,Owner 469,Residential,2025-09-16T09:52:44.682916
PAR000470,470 Main Street,720000,Owner 470,Residential,2025-09-16T09:52:44.682920
PAR000471,471 Main Street,721000,Owner 471,Residential,2025-09-16T09:52:44.682924
PAR000472,472 Main Street,722000,Owner 472,Residential,2025-09-16T09:52:44.682928
PAR000473,473 Main Street,723000,Owner 473,Residential,2025-09-16T09:52:44.682931
PAR000474,474 Main Street,724000,Owner 474,Residential,2025-09-16T09:52:44.682935
PAR000475,475 Main Street,725000,Owner 475,Residential,2025-09-16T09:52:44.682939
PAR000476,476 Main Street,726000,Owner 476,Residential,2025-09-16T09:52:44.682951
PAR000477,477 Main Street,727000,Owner 477,Residential,2025-09-16T09:52:44.682955
PAR000478,478 Main Street,728000,Owner 478,Residential,2025-09-16T09:52:44.682958
PAR000479,479 Main Street,729000,Owner 479,Residential,2025-09-16T09:52:44.682962
PAR000480,480 Main Street,730000,Owner 480,Residential,2025-09-16T09:52:44.682966
PAR000481,481 Main Street,731000,Owner 481,Residential,2025-09-16T09:52:44.682970
PAR000482,482 Main Street,732000,Owner 482,Residential,2025-09-16T09:52:44.682974
PAR000483,483 Main Street,733000,Owner 483,Residential,2025-09-16T09:52:44.683004
PAR000484,484 Main Street,734000,Owner 484,Residential,2025-09-16T09:52:44.683009
PAR000485,485 Main Street,735000,Owner 485,Residential,2025-09-16T09:52:44.683012
PAR000486,486 Main Street,736000,Owner 486,Residential,2025-09-16T09:52:44.683016
PAR000487,487 Main Street,737000,Owner 487,Residential,2025-09-16T09:52:44.683020
PAR000488,488 Main Street,738000,Owner 488,Residential,2025-09-16T09:52:44.683030
PAR000489,489 Main Street,739000,Owner 489,Residential,2025-09-16T09:52:44.683035
PAR000490,490 Main Street,740000,Owner 490,Residential,2025-09-16T09:52:44.683039
PAR000491,491 Main Street,741000,Owner 491,Residential,2025-09-16T09:52:44.683043
PAR000492,492 Main Street,742000,Owner 492,Residential,2025-09-16T09:52:44.683047
PAR000493,493 Main Street,743000,Owner 493,Residential,2025-09-16T09:52:44.683051
PAR000494,494 Main Street,744000,Owner 494,Residential,2025-09-16T09:52:44.683055
PAR000495,495 Main Street,745000,Owner 495,Residential,2025-09-16T09:52:44.683058
PAR000496,496 Main Street,746000,Owner 496,Residential,2025-09-16T09:52:44.683067
PAR000497,497 Main Street,747000,Owner 497,Residential,2025-09-16T09:52:44.683071
PAR000498,498 Main Street,748000,Owner 498,Residential,2025-09-16T09:52:44.683080
PAR000499,499 Main Street,749000,Owner 499,Residential,2025-09-16T09:52:44.683085
PAR000500,500 Main Street,750000,Owner 500,Residential,2025-09-16T09:52:44.683088
PAR000501,501 Main Street,751000,Owner 501,Residential,2025-09-16T09:52:44.683092
PAR000502,502 Main Street,752000,Owner 502,Residential,2025-09-16T09:52:44.683096
PAR000503,503 Main Street,753000,Owner 503,Residential,2025-09-16T09:52:44.683100
PAR000504,504 Main Street,754000,Owner 504,Residential,2025-09-16T09:52:44.683104
PAR000505,505 Main Street,755000,Owner 505,Residential,2025-09-16T09:52:44.683108
PAR000506,506 Main Street,756000,Owner 506,Residential,2025-09-16T09:52:44.683112
PAR000507,507 Main Street,757000,Owner 507,Residential,2025-09-16T09:52:44.683115
PAR000508,508 Main Street,758000,Owner 508,Residential,2025-09-16T09:52:44.683119
PAR000509,509 Main Street,759000,Owner 509,Residential,2025-09-16T09:52:44.683123
PAR000510,510 Main Street,760000,Owner 510,Residential,2025-09-16T09:52:44.683127
PAR000511,511 Main Street,761000,Owner 511,Residential,2025-09-16T09:52:44.683131
PAR000512,512 Main Street,762000,Owner 512,Residential,2025-09-16T09:52:44.683135
PAR000513,513 Main Street,763000,Owner 513,Residential,2025-09-16T09:52:44.683138
PAR000514,514 Main Street,764000,Owner 514,Residential,2025-09-16T09:52:44.683148
PAR000515,515 Main Street,765000,Owner 515,Residential,2025-09-16T09:52:44.683157
PAR000516,516 Main Street,766000,Owner 516,Residential,2025-09-16T09:52:44.683161
PAR000517,517 Main Street,767000,Owner 517,Residential,2025-09-16T09:52:44.683165
PAR000518,518 Main Street,768000,Owner 518,Residential,2025-09-16T09:52:44.683169
PAR000519,519 Main Street,769000,Owner 519,Residential,2025-09-16T09:52:44.683172
PAR000520,520 Main Street,770000,Owner 520,Residential,2025-09-16T09:52:44.683176
PAR000521,521 Main Street,771000,Owner 521,Residential,2025-09-16T09:52:44.683181
PAR000522,522 Main Street,772000,Owner 522,Residential,2025-09-16T09:52:44.683185
PAR000523,523 Main Street,773000,Owner 523,Residential,2025-09-16T09:52:44.683189
PAR000524,524 Main Street,774000,Owner 524,Residential,2025-09-16T09:52:44.683193
PAR000525,525 Main Street,775000,Owner 525,Residential,2025-09-16T09:52:44.683197
PAR000526,526 Main Street,776000,Owner 526,Residential,2025-09-16T09:52:44.683201
PAR000527,527 Main Street,777000,Owner 527,Residential,2025-09-16T09:52:44.683205
PAR000528,528 Main Street,778000,Owner 528,Residential,2025-09-16T09:52:44.683209
PAR000529,529 Main Street,779000,Owner 529,Residential,2025-09-16T09:52:44.683213
PAR000530,530 Main Street,780000,Owner 530,Residential,2025-09-16T09:52:44.683221
PAR000531,531 Main Street,781000,Owner 531,Residential,2025-09-16T09:52:44.683226
PAR000532,532 Main Street,782000,Owner 532,Residential,2025-09-16T09:52:44.683230
PAR000533,533 Main Street,783000,Owner 533,Residential,2025-09-16T09:52:44.683234
PAR000534,534 Main Street,784000,Owner 534,Residential,2025-09-16T09:52:44.683238
PAR000535,535 Main Street,785000,Owner 535,Residential,2025-09-16T09:52:44.683246
PAR000536,536 Main Street,786000,Owner 536,Residential,2025-09-16T09:52:44.683250
PAR000537,537 Main Street,787000,Owner 537,Residential,2025-09-16T09:52:44.683254
PAR000538,538 Main Street,788000,Owner 538,Residential,2025-09-16T09:52:44.683263
PAR000539,539 Main Street,789000,Owner 539,Residential,2025-09-16T09:52:44.683267
PAR000540,540 Main Street,790000,Owner 540,Residential,2025-09-16T09:52:44.683271
PAR000541,541 Main Street,791000,Owner 541,Residential,2025-09-16T09:52:44.683275
PAR000542,542 Main Street,792000,Owner 542,Residential,2025-09-16T09:52:44.683278
PAR000543,543 Main Street,793000,Owner 543,Residential,2025-09-16T09:52:44.683282
PAR000544,544 Main Street,794000,Owner 544,Residential,2025-09-16T09:52:44.683286
PAR000545,545 Main Street,795000,Owner 545,Residential,2025-09-16T09:52:44.683289
PAR000546,546 Main Street,796000,Owner 546,Residential,2025-09-16T09:52:44.683298
PAR000547,547 Main Street,797000,Owner 547,Residential,2025-09-16T09:52:44.683302
PAR000548,548 Main Street,798000,Owner 548,Residential,2025-09-16T09:52:44.683306
PAR000549,549 Main Street,799000,Owner 549,Residential,2025-09-16T09:52:44.683310
PAR000550,550 Main Street,800000,Owner 550,Residential,2025-09-16T09:52:44.683314
PAR000551,551 Main Street,801000,Owner 551,Residential,2025-09-16T09:52:44.683317
PAR000552,552 Main Street,802000,Owner 552,Residential,2025-09-16T09:52:44.683321
PAR000553,553 Main Street,803000,Owner 553,Residential,2025-09-16T09:52:44.683325
PAR000554,554 Main Street,804000,Owner 554,Residential,2025-09-16T09:52:44.683333
PAR000555,555 Main Street,805000,Owner 555,Residential,2025-09-16T09:52:44.683337
PAR000556,556 Main Street,806000,Owner 556,Residential,2025-09-16T09:52:44.683341
PAR000557,557 Main Street,807000,Owner 557,Residential,2025-09-16T09:52:44.683345
PAR000558,558 Main Street,808000,Owner 558,Residential,2025-09-16T09:52:44.683348
PAR000559,559 Main Street,809000,Owner 559,Residential,2025-09-16T09:52:44.683352
PAR000560,560 Main Street,810000,Owner 560,Residential,2025-09-16T09:52:44.683356
PAR000561,561 Main Street,811000,Owner 561,Residential,2025-09-16T09:52:44.683360
PAR000562,562 Main Street,812000,Owner 562,Residential,2025-09-16T09:52:44.683368
PAR000563,563 Main Street,813000,Owner 563,Residential,2025-09-16T09:52:44.683372
PAR000564,564 Main Street,814000,Owner 564,Residential,2025-09-16T09:52:44.683376
PAR000565,565 Main Street,815000,Owner 565,Residential,2025-09-16T09:52:44.683380
PAR000566,566 Main Street,816000,Owner 566,Residential,2025-09-16T09:52:44.683383
PAR000567,567 Main Street,817000,Owner 567,Residential,2025-09-16T09:52:44.683387
PAR000568,568 Main Street,818000,Owner 568,Residential,2025-09-16T09:52:44.683391
PAR000569,569 Main Street,819000,Owner 569,Residential,2025-09-16T09:52:44.683394
PAR000570,570 Main Street,820000,Owner 570,Residential,2025-09-16T09:52:44.683398
PAR000571,571 Main Street,821000,Owner 571,Residential,2025-09-16T09:52:44.683402
PAR000572,572 Main Street,822000,Owner 572,Residential,2025-09-16T09:52:44.683405
PAR000573,573 Main Street,823000,Owner 573,Residential,2025-09-16T09:52:44.683409
PAR000574,574 Main Street,824000,Owner 574,Residential,2025-09-16T09:52:44.683418
PAR000575,575 Main Street,825000,Owner 575,Residential,2025-09-16T09:52:44.683422
PAR000576,576 Main Street,826000,Owner 576,Residential,2025-09-16T09:52:44.683425
PAR000577,577 Main Street,827000,Owner 577,Residential,2025-09-16T09:52:44.683429
PAR000578,578 Main Street,828000,Owner 578,Residential,2025-09-16T09:52:44.683444
PAR000579,579 Main Street,829000,Owner 579,Residential,2025-09-16T09:52:44.683448
PAR000580,580 Main Street,830000,Owner 580,Residential,2025-09-16T09:52:44.683452
PAR000581,581 Main Street,831000,Owner 581,Residential,2025-09-16T09:52:44.683455
PAR000582,582 Main Street,832000,Owner 582,Residential,2025-09-16T09:52:44.683459
PAR000583,583 Main Street,833000,Owner 583,Residential,2025-09-16T09:52:44.683463
PAR000584,584 Main Street,834000,Owner 584,Residential,2025-09-16T09:52:44.683466
PAR000585,585 Main Street,835000,Owner 585,Residential,2025-09-16T09:52:44.683537
PAR000586,586 Main Street,836000,Owner 586,Residential,2025-09-16T09:52:44.683549
PAR000587,587 Main Street,837000,Owner 587,Residential,2025-09-16T09:52:44.683554
PAR000588,588 Main Street,838000,Owner 588,Residential,2025-09-16T09:52:44.683558
PAR000589,589 Main Street,839000,Owner 589,Residential,2025-09-16T09:52:44.683569
PAR000590,590 Main Street,840000,Owner 590,Residential,2025-09-16T09:52:44.683574
PAR000591,591 Main Street,841000,Owner 591,Residential,2025-09-16T09:52:44.683577
PAR000592,592 Main Street,842000,Owner 592,Residential,2025-09-16T09:52:44.683581
PAR000593,593 Main Street,843000,Owner 593,Residential,2025-09-16T09:52:44.683592
PAR000594,594 Main Street,844000,Owner 594,Residential,2025-09-16T09:52:44.683600
PAR000595,595 Main Street,845000,Owner 595,Residential,2025-09-16T09:52:44.683605
PAR000596,596 Main Street,846000,Owner 596,Residential,2025-09-16T09:52:44.683608
PAR000597,597 Main Street,847000,Owner 597,Residential,2025-09-16T09:52:44.683612
PAR000598,598 Main Street,848000,Owner 598,Residential,2025-09-16T09:52:44.683616
PAR000599,599 Main Street,849000,Owner 599,Residential,2025-09-16T09:52:44.683620
PAR000600,600 Main Street,850000,Owner 600,Residential,2025-09-16T09:52:44.683624
PAR000601,601 Main Street,851000,Owner 601,Residential,2025-09-16T09:52:44.683628
PAR000602,602 Main Street,852000,Owner 602,Residential,2025-09-16T09:52:44.683632
PAR000603,603 Main Street,853000,Owner 603,Residential,2025-09-16T09:52:44.683636
PAR000604,604 Main Street,854000,Owner 604,Residential,2025-09-16T09:52:44.683640
PAR000605,605 Main Street,855000,Owner 605,Residential,2025-09-16T09:52:44.683644
PAR000606,606 Main Street,856000,Owner 606,Residential,2025-09-16T09:52:44.683647
PAR000607,607 Main Street,857000,Owner 607,Residential,2025-09-16T09:52:44.683651
PAR000608,608 Main Street,858000,Owner 608,Residential,2025-09-16T09:52:44.683656
PAR000609,609 Main Street,859000,Owner 609,Residential,2025-09-16T09:52:44.683659
PAR000610,610 Main Street,860000,Owner 610,Residential,2025-09-16T09:52:44.683669
PAR000611,611 Main Street,861000,Owner 611,Residential,2025-09-16T09:52:44.683673
PAR000612,612 Main Street,862000,Owner 612,Residential,2025-09-16T09:52:44.683677
PAR000613,613 Main Street,863000,Owner 613,Residential,2025-09-16T09:52:44.683686
PAR000614,614 Main Street,864000,Owner 614,Residential,2025-09-16T09:52:44.683690
PAR000615,615 Main Street,865000,Owner 615,Residential,2025-09-16T09:52:44.683694
PAR000616,616 Main Street,866000,Owner 616,Residential,2025-09-16T09:52:44.683698
PAR000617,617 Main Street,867000,Owner 617,Residential,2025-09-16T09:52:44.683701
PAR000618,618 Main Street,868000,Owner 618,Residential,2025-09-16T09:52:44.683705
PAR000619,619 Main Street,869000,Owner 619,Residential,2025-09-16T09:52:44.683709
PAR000620,620 Main Street,870000,Owner 620,Residential,2025-09-16T09:52:44.683713
PAR000621,621 Main Street,871000,Owner 621,Residential,2025-09-16T09:52:44.683717
PAR000622,622 Main Street,872000,Owner 622,Residential,2025-09-16T09:52:44.683721
PAR000623,623 Main Street,873000,Owner 623,Residential,2025-09-16T09:52:44.683725
PAR000624,624 Main Street,874000,Owner 624,Residential,2025-09-16T09:52:44.683729
PAR000625,625 Main Street,875000,Owner 625,Residential,2025-09-16T09:52:44.683733
PAR000626,626 Main Street,876000,Owner 626,Residential,2025-09-16T09:52:44.683775
PAR000627,627 Main Street,877000,Owner 627,Residential,2025-09-16T09:52:44.683786
PAR000628,628 Main Street,878000,Owner 628,Residential,2025-09-16T09:52:44.683791
PAR000629,629 Main Street,879000,Owner 629,Residential,2025-09-16T09:52:44.683796
PAR000630,630 Main Street,880000,Owner 630,Residential,2025-09-16T09:52:44.683801
PAR000631,631 Main Street,881000,Owner 631,Residential,2025-09-16T09:52:44.683805
PAR000632,632 Main Street,882000,Owner 632,Residential,2025-09-16T09:52:44.683818
PAR000633,633 Main Street,883000,Owner 633,Residential,2025-09-16T09:52:44.683823
PAR000634,634 Main Street,884000,Owner 634,Residential,2025-09-16T09:52:44.683827
PAR000635,635 Main Street,885000,Owner 635,Residential,2025-09-16T09:52:44.683831
PAR000636,636 Main Street,886000,Owner 636,Residential,2025-09-16T09:52:44.683835
PAR000637,637 Main Street,887000,Owner 637,Residential,2025-09-16T09:52:44.683839
PAR000638,638 Main Street,888000,Owner 638,Residential,2025-09-16T09:52:44.683843
PAR000639,639 Main Street,889000,Owner 639,Residential,2025-09-16T09:52:44.683847
PAR000640,640 Main Street,890000,Owner 640,Residential,2025-09-16T09:52:44.683857
PAR000641,641 Main Street,891000,Owner 641,Residential,2025-09-16T09:52:44.683861
PAR000642,642 Main Street,892000,Owner 642,Residential,2025-09-16T09:52:44.683870
PAR000643,643 Main Street,893000,Owner 643,Residential,2025-09-16T09:52:44.683874
PAR000644,644 Main Street,894000,Owner 644,Residential,2025-09-16T09:52:44.683878
PAR000645,645 Main Street,895000,Owner 645,Residential,2025-09-16T09:52:44.683882
PAR000646,646 Main Street,896000,Owner 646,Residential,2025-09-16T09:52:44.683886
PAR000647,647 Main Street,897000,Owner 647,Residential,2025-09-16T09:52:44.683890
PAR000648,648 Main Street,898000,Owner 648,Residential,2025-09-16T09:52:44.683894
PAR000649,649 Main Street,899000,Owner 649,Residential,2025-09-16T09:52:44.683898
PAR000650,650 Main Street,900000,Owner 650,Residential,2025-09-16T09:52:44.683902
PAR000651,651 Main Street,901000,Owner 651,Residential,2025-09-16T09:52:44.683906
PAR000652,652 Main Street,902000,Owner 652,Residential,2025-09-16T09:52:44.683915
PAR000653,653 Main Street,903000,Owner 653,Residential,2025-09-16T09:52:44.683920
PAR000654,654 Main Street,904000,Owner 654,Residential,2025-09-16T09:52:44.683923
PAR000655,655 Main Street,905000,Owner 655,Residential,2025-09-16T09:52:44.683927
PAR000656,656 Main Street,906000,Owner 656,Residential,2025-09-16T09:52:44.683931
PAR000657,657 Main Street,907000,Owner 657,Residential,2025-09-16T09:52:44.683935
PAR000658,658 Main Street,908000,Owner 658,Residential,2025-09-16T09:52:44.683943
PAR000659,659 Main Street,909000,Owner 659,Residential,2025-09-16T09:52:44.683947
PAR000660,660 Main Street,910000,Owner 660,Residential,2025-09-16T09:52:44.683951
PAR000661,661 Main Street,911000,Owner 661,Residential,2025-09-16T09:52:44.683955
PAR000662,662 Main Street,912000,Owner 662,Residential,2025-09-16T09:52:44.683959
